anonID,fixture_id,team_id,id,period_name,period_tags,rd,position_fb,position_5,position_6,position,total_duration,total_distance,hmld_gen_2,accelerations_total_number,total_acceleration_load,hsr_distance_5m_s,maul,ball_carry,collision,defensive_breakdown,defensive_scrum,offensive_scrum,tackle,offensive_breakdown,attacker,total_scrums,total_breakdowns,turnaround,SYNTH_vhsr_srw,SYNTH_sprints_5m_s,SYNTH_acceleration_density,SYNTH_velocity_b4_average_effort_distance_gen2,SYNTH_velocity_b4_maximum_effort_distance_gen2,SYNTH_total_contact_involvements,SYNTH_scrum_count,SYNTH_spmld_m,SYNTH_contact_involvement_total_count
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,22,Second Half,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,00:44:19,3236.57642,393.87,16,1033.65979,254.37,0,1,0,0,0,0,2,6,2,0,6,6 days,0,3,0.43884,8.88914,14.216,7,0,10.06,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,22,Match Total,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,01:28:18,6224.94288,708.66999,41,1999.34288,385.45,0,7,0,1,0,0,3,7,3,0,8,6 days,0,0,0.31244,0,0,12,4,5.47,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,24,First Half,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,00:43:59,2787.73853,203.44,18,1020.23454,43.86,6,2,1,4,5,5,11,8,3,10,12,6 days,0,1,0.31139,10.07996,15.13794,38,9,10.15,14
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,24,Second Half,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,00:27:15,1741.04883,120.67,7,567.23828,19.2,4,0,1,2,1,4,6,6,1,5,8,6 days,77.92,17,0.38871,11.85089,32.81787,19,0,143.33,9
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,24,Match Total,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,01:11:14,4528.78736,324.11,25,1587.47282,63.06,10,2,2,6,6,9,17,14,4,15,20,6 days,0,0,0.31015,0,0,24,9,7.69,12
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,25,First Half,Game - Starter,rd2,Forward,Locks,Locks,Second Row,00:43:59,2647.13672,80.36,7,899.36236,27.12,6,0,0,3,5,5,7,12,2,10,15,6 days,2.57,2,0.35132,18.01868,26.68201,12,0,38.73,7
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,25,Second Half,Game - Starter,rd2,Forward,Locks,Locks,Second Row,00:16:54,1081.98254,29.77,3,354.0088,9.3,3,1,0,2,0,3,5,2,0,3,4,6 days,77.92,13,0.39672,11.88525,30.78198,17,0,143.39,12
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,25,Match Total,Game - Starter,rd2,Forward,Locks,Locks,Second Row,01:00:53,3729.11926,110.13,10,1253.37116,36.42,9,1,0,5,5,8,12,14,2,13,19,6 days,14,12,0.44263,7.83361,27.08301,18,0,98.76,11
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,26,First Half,Game - Starter,rd2,Back,Inside Backs,Inside Backs,Centres,00:43:59,2833.98438,185.46001,14,940.99679,59.8,0,3,0,0,0,0,7,7,2,0,7,6 days,0,2,0.36307,13.51734,16.21201,12,0,18.68,9
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,26,Second Half,Game - Starter,rd2,Back,Inside Backs,Inside Backs,Centres,00:44:19,2891.37134,181.48,11,925.37567,64.5,0,3,2,0,0,0,6,9,2,0,9,6 days,0,0,0.3213,0,0,32,10,3.89,18
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,26,Match Total,Game - Starter,rd2,Back,Inside Backs,Inside Backs,Centres,01:28:18,5725.35572,366.94001,25,1866.37246,124.3,0,6,2,0,0,0,13,16,4,0,16,6 days,0,0,0.28341,0,0,41,12,6.75,17
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,28,First Half,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,00:43:59,3153.99902,372.48001,27,961.48005,230.76999,0,3,0,1,0,0,7,1,0,0,2,6 days,0,5,0.28908,13.04346,23.71216,30,8,51.48,11
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,28,Second Half,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,00:44:19,3147.60864,328.26001,15,968.9312,152.74,1,6,1,2,0,0,11,0,1,0,2,6 days,0,1,0.33372,14.216,13.14502,1,2,9.14,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,28,Match Total,Game - Starter,rd2,Back,Outside Backs,Outside Backs,Back Three,01:28:18,6301.60766,700.74002,42,1930.41125,383.50999,1,9,1,3,0,0,18,1,1,0,4,6 days,97.72,13,0.36326,12.72575,35.75293,30,0,143.39,19
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,29,Second Half,Game - Sub,rd2,Back,Outside Backs,Outside Backs,Back Three,00:14:13,1332.88123,188.09,7,344.62533,135.25,0,0,1,0,0,0,0,0,0,0,0,6 days,0,1,0.34172,7.13794,7.592,16,1,22.22,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,29,Match Total,Game - Sub,rd2,Back,Outside Backs,Outside Backs,Back Three,00:14:13,1332.88123,188.09,7,344.62533,135.25,0,0,1,0,0,0,0,0,0,0,0,6 days,12.91,4,0.41702,12.43204,19.98706,16,0,81.67,9
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,31,Second Half,Game - Sub,rd2,Forward,Back Row,Back Row,Back Row,00:14:13,776.17706,45.01,2,288.19677,23.38,1,1,0,3,1,1,6,0,1,2,3,6 days,0,2,0.34577,14.21899,16.21201,12,0,15.61,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,31,Match Total,Game - Sub,rd2,Forward,Back Row,Back Row,Back Row,00:14:13,776.17706,45.01,2,288.19677,23.38,1,1,0,3,1,1,6,0,1,2,3,6 days,0,0,0.2363,0,0,13,2,0,10
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,32,Second Half,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,00:28:17,1939.4541,131.38,7,608.06915,32.29,1,4,0,2,2,2,5,5,0,4,7,6 days,0,0,0.27798,0,0,20,8,4.31,5
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,32,Match Total,Game - Sub,rd2,Forward,Back Row,Back Row,Back Row,00:28:17,1939.4541,131.38,7,608.06915,32.29,1,4,0,2,2,2,5,5,0,4,7,6 days,0,1,0.29631,10.61645,22.10193,62,17,10.15,13
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,38,Second Half,Game - Sub,rd2,Forward,Front Row,Front Row,Front Row,00:22:50,1360.71448,38,3,426.60989,2.13,2,1,0,0,1,2,3,3,0,3,3,6 days,0,1,0.34696,1.72351,1.77197,21,5,7.69,13
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,38,Match Total,Game - Sub,rd2,Forward,Front Row,Front Row,Front Row,00:22:50,1360.71448,38,3,426.60989,2.13,2,1,0,0,1,2,3,3,0,3,3,6 days,54.43,10,0.32572,12.460215,30.07715,45,11,132.75,24
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,39,First Half,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,00:43:59,2392.99634,118.73,15,856.04762,18.43,5,2,0,3,5,5,5,4,2,10,7,6 days,0,0,0.29631,0,0,17,4,9.88,6
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,39,Second Half,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,00:29:49,1767.1051,80.61,7,528.29176,42.03,2,5,0,0,1,4,6,0,0,5,0,6 days,9.82,9,0.31699,9.75703,18.125,40,8,87.92,16
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,39,Match Total,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,01:13:48,4160.10144,199.34,22,1384.33938,60.46,7,7,0,3,6,9,11,4,2,15,7,6 days,3.9,5,0.358565,9.98495,28.30201,49,8,64.41,20
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,40,First Half,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,00:43:59,2627.66406,138.92,8,909.7095,32.49,4,8,0,0,5,5,5,3,1,10,3,6 days,0,0,0.29766,0,0,28,8,13.71,11
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,40,Second Half,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,00:44:19,2747.8916,138.89,9,910.06472,37.45,3,1,1,1,2,5,5,2,2,7,3,6 days,0,0,0.29764,0,0,5,2,3.4,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,40,Match Total,Game - Starter,rd2,Forward,Back Row,Back Row,Back Row,01:28:18,5375.55566,277.81,17,1819.77422,69.94,7,9,1,1,7,10,10,5,3,17,6,6 days,109.22,18,0.36326,14.512575,34.01587,17,0,174.91,7
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,41,First Half,Game - Starter,rd2,Forward,Front Row,Front Row,Front Row,00:43:59,2589.90137,167.38,14,837.81615,36.8,7,2,0,1,5,5,6,9,4,10,10,6 days,0,3,0.341615,10.12142,14.216,45,15,48.26,14
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,41,Second Half,Game - Starter,rd2,Forward,Front Row,Front Row,Front Row,00:44:19,2637.5835,139.52,11,866.62987,18.29,3,3,0,0,2,5,3,4,1,7,4,6 days,15.13,3,0.40299,17.39437,39.96216,16,0,55.87,13
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,41,Match Total,Game - Starter,rd2,Forward,Front Row,Front Row,Front Row,01:28:18,5227.48487,306.9,25,1704.44602,55.09,10,5,0,1,7,10,9,13,5,17,14,6 days,0,0,0.29362,0,0,17,8,2.16,10
a077645b,fix_BiTLkB9M,team_WToSrG,1,First Half,Game - Sub,rd3,Forward,Front Row,Front Row,Front Row,00:10:09,621.52203,22.63,2,197.11787,0,0,2,1,0,0,1,1,1,0,1,1,8 days,31.15,7,0.34105,12.254615,25.41907,12,0,57.94,9
a077645b,fix_BiTLkB9M,team_WToSrG,1,Second Half,Game - Starter,rd3,Forward,Front Row,Front Row,Front Row,00:49:48,2909.72632,92.78,6,918.76642,24.14,1,11,0,2,9,2,5,11,1,11,13,8 days,11.15,5,0.30012,9.78499,27.26221,21,7,28.83,13
a077645b,fix_BiTLkB9M,team_WToSrG,1,Match Total,Game - Sub,rd3,Forward,Front Row,Front Row,Front Row,00:59:57,3531.24835,115.41,8,1115.88429,24.14,1,13,1,2,9,3,6,12,1,12,14,8 days,0,0,0.29476,0,0,16,5,2.16,8
a077645b,fix_BiTLkB9M,team_WToSrG,3,First Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,00:48:04,3200.18042,350.14001,14,923.33205,220.07,0,7,0,1,0,0,0,4,1,0,5,8 days,50.34,8,0.29358,13.244475,30.09204,20,11,121.75,9
a077645b,fix_BiTLkB9M,team_WToSrG,3,Second Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,00:21:38,1682.5509,176.21001,7,490.23185,111.09,0,2,0,0,0,0,2,2,1,0,2,8 days,56.81,27,0.33485,12.958395,33.32996,15,0,288.68,10
a077645b,fix_BiTLkB9M,team_WToSrG,3,Match Total,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,01:09:42,4882.73132,526.35002,21,1413.5639,331.16,0,9,0,1,0,0,2,6,2,0,7,8 days,0,3,0.47979,11.95606,19.948,4,1,31.69,2
a077645b,fix_BiTLkB9M,team_WToSrG,4,First Half,Game - Starter,rd3,Forward,Locks,Locks,Second Row,00:48:04,3130.03833,60.04,7,949.30371,0,3,2,0,0,1,7,5,19,1,8,19,8 days,0,0,0.37746,0,0,18,2,11.08,10
a077645b,fix_BiTLkB9M,team_WToSrG,4,Second Half,Game - Starter,rd3,Forward,Locks,Locks,Second Row,00:49:48,3256.5022,57.56,5,941.80095,13.61,1,1,1,1,9,2,9,18,3,11,19,8 days,0,0,0.31757,0,0,25,7,4.22,7
a077645b,fix_BiTLkB9M,team_WToSrG,4,Match Total,Game - Starter,rd3,Forward,Locks,Locks,Second Row,01:37:52,6386.54053,117.6,12,1891.10466,13.61,4,3,1,1,10,9,14,37,4,19,38,8 days,39.3,17,0.42514,12.6902,42.782,17,0,119.35,11
a077645b,fix_BiTLkB9M,team_WToSrG,6,First Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,00:48:04,3114.54321,424.14999,18,1023.45798,273.77,0,6,0,0,0,0,4,4,0,0,4,8 days,10.97,7,0.335975,10.45184,20.1416,34,0,58.24,20
a077645b,fix_BiTLkB9M,team_WToSrG,6,Second Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,00:49:48,3303.48438,477.82001,24,1117.15782,293.66,0,6,1,3,0,0,16,6,0,0,9,8 days,39.06,21,0.38076,9.18947,36.84094,33,0,220.91,25
a077645b,fix_BiTLkB9M,team_WToSrG,6,Match Total,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,01:37:52,6418.02759,901.97,42,2140.6158,567.43,0,12,1,3,0,0,20,10,0,0,13,8 days,0,0,0.31076,0,0,24,8,4.22,15
a077645b,fix_BiTLkB9M,team_WToSrG,7,Second Half,Game - Sub,rd3,Back,Inside Backs,Scrum Halve,Halves,00:14:16,1244.43408,88.76,1,375.64766,35.63,0,2,1,1,0,0,4,0,0,0,1,≥ 10,0,4,0.28908,7.87653,7.50586,31,14,43.7,18
a077645b,fix_BiTLkB9M,team_WToSrG,7,Match Total,Game - Sub,rd3,Back,Inside Backs,Scrum Halve,Halves,00:14:16,1244.43408,88.76,1,375.64766,35.63,0,2,1,1,0,0,4,0,0,0,1,≥ 10,38.15,18,0.42514,8.357605,19.633,18,0,169.95,6
a077645b,fix_BiTLkB9M,team_WToSrG,9,Second Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,00:43:29,2718.14771,375.47,24,1011.97987,210.42,0,2,1,2,0,0,8,4,0,0,6,8 days,67.48,16,0.35923,11.85089,34.19495,15,0,176.11,10
a077645b,fix_BiTLkB9M,team_WToSrG,9,Match Total,Game - Sub,rd3,Back,Outside Backs,Outside Backs,Back Three,00:43:29,2718.14771,375.47,24,1011.97987,210.42,0,2,1,2,0,0,8,4,0,0,6,8 days,75.28,8,0.38871,13.32304,41.13501,11,0,98.32,4
a077645b,fix_BiTLkB9M,team_WToSrG,14,Second Half,Game - Sub,rd3,Forward,Front Row,Front Row,Front Row,00:14:16,1072.60571,28.57,3,383.48068,0,0,2,1,0,0,1,7,6,0,1,6,7 days,0,8,0.33562,10.48425,28.2002,7,0,62.92,5
a077645b,fix_BiTLkB9M,team_WToSrG,14,Match Total,Game - Sub,rd3,Forward,Front Row,Front Row,Front Row,00:14:16,1072.60571,28.57,3,383.48068,0,0,2,1,0,0,1,7,6,0,1,6,7 days,14.85,11,0.29027,12.39876,28.25098,18,0,115.41,13
a077645b,fix_BiTLkB9M,team_WToSrG,15,First Half,Game - Starter,rd3,Back,Inside Backs,Inside Backs,Halves,00:48:04,3712.99268,370.98999,13,1132.57539,225.21,0,7,1,0,0,0,2,6,1,0,6,8 days,0,0,0.2639,0,0,34,13,2.68,7
a077645b,fix_BiTLkB9M,team_WToSrG,15,Second Half,Game - Starter,rd3,Back,Inside Backs,Inside Backs,Halves,00:49:48,4281.88965,384.97,9,1204.63167,135.01,0,5,0,0,0,0,4,2,0,0,2,8 days,26.38,7,0.32704,10.45184,29.91895,15,0,56.76,10
a077645b,fix_BiTLkB9M,team_WToSrG,15,Match Total,Game - Starter,rd3,Back,Inside Backs,Inside Backs,Halves,01:37:52,7994.88233,755.95999,22,2337.20706,360.22,0,12,1,0,0,0,6,8,1,0,8,8 days,143.01,20,0.37326,15.78794,73.98096,48,0,210.49,33
a077645b,fix_BiTLkB9M,team_WToSrG,18,First Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Centres,00:48:04,3512.37964,413.20001,15,1129.17277,212.4,0,6,1,0,0,0,5,12,3,0,12,8 days,0,0,0.3082,0,0,3,0,3.4,1
a077645b,fix_BiTLkB9M,team_WToSrG,18,Second Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Centres,00:49:48,3753.60742,417.76999,23,1298.11372,167.82999,0,6,1,1,0,0,18,11,4,0,12,8 days,0,1,0.35246,12.95801,15.81104,64,14,55.48,22
a077645b,fix_BiTLkB9M,team_WToSrG,18,Match Total,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Centres,01:37:52,7265.98706,830.97,38,2427.28649,380.22999,0,12,2,1,0,0,23,23,7,0,24,8 days,21.49,12,0.37325,13.54452,29.64087,16,0,58.06,13
a077645b,fix_BiTLkB9M,team_WToSrG,19,Second Half,Game - Starter,rd3,Forward,Front Row,Front Row,Front Row,00:49:48,2737.72754,18.53,0,846.8369,0,1,7,0,0,9,2,3,7,1,11,7,8 days,77.82,17,0.31058,13.6723,57.31812,14,0,130.53,8
a077645b,fix_BiTLkB9M,team_WToSrG,19,Match Total,Game - Sub,rd3,Forward,Front Row,Front Row,Front Row,00:49:48,2737.72754,18.53,0,846.8369,0,1,7,0,0,9,2,3,7,1,11,7,8 days,71.06,22,0.31086,11.357655,51.49805,17,0,178.07999,7
a077645b,fix_BiTLkB9M,team_WToSrG,20,First Half,Game - Starter,rd3,Forward,Front Row,Front Row,Front Row,00:24:01,1569.46704,51.25,3,543.97495,0,3,6,3,1,1,8,4,11,2,9,12,8 days,0,3,0.47979,11.14087,10.2251,0,1,10.06,1
a077645b,fix_BiTLkB9M,team_WToSrG,20,Match Total,Game - Starter,rd3,Forward,Front Row,Front Row,Front Row,00:24:01,1569.46704,51.25,3,543.97495,0,3,6,3,1,1,8,4,11,2,9,12,8 days,0,0,0.2892,0,0,38,9,9.18,16
a077645b,fix_BiTLkB9M,team_WToSrG,22,First Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,00:48:04,3529.76538,560.59998,19,1152.31605,364.98999,0,9,1,0,0,0,3,13,1,0,13,8 days,64.34,19,0.304445,11.554975,28.25098,40,0,174.91,17
a077645b,fix_BiTLkB9M,team_WToSrG,22,Second Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,00:13:58,1127.57117,186.89999,7,366.54355,88.15,0,2,0,1,0,0,2,2,1,0,3,8 days,227.12,23,0.40616,18.54918,59.51294,22,0,204.46001,10
a077645b,fix_BiTLkB9M,team_WToSrG,22,Match Total,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,01:02:02,4657.33655,747.49997,26,1518.8596,453.13999,0,11,1,1,0,0,5,15,2,0,16,8 days,76.97,4,0.36754,15.37646,53.056,17,0,108.3,14
a077645b,fix_BiTLkB9M,team_WToSrG,23,Second Half,Game - Sub,rd3,Forward,Locks,Locks,Second Row,00:19:52,1553.49109,101.07,8,558.09517,24.8,1,2,1,2,1,2,14,6,1,3,8,≥ 10,182.18,28,0.33918,14.66633,51.49805,17,0,247.8,5
a077645b,fix_BiTLkB9M,team_WToSrG,23,Match Total,Game - Sub,rd3,Forward,Locks,Locks,Second Row,00:19:52,1553.49109,101.07,8,558.09517,24.8,1,2,1,2,1,2,14,6,1,3,8,≥ 10,131.35,12,0.369425,16.55825,35.59192,11,0,85.98,5
a077645b,fix_BiTLkB9M,team_WToSrG,25,First Half,Game - Starter,rd3,Forward,Locks,Locks,Second Row,00:48:04,2961.46436,112.72,11,983.20275,14.68,3,7,0,2,1,8,2,10,2,9,12,8 days,20.13,11,0.284845,16.2582,46.15894,6,0,44.55,0
a077645b,fix_BiTLkB9M,team_WToSrG,25,Second Half,Game - Starter,rd3,Forward,Locks,Locks,Second Row,00:28:47,1715.24097,43.81,1,558.98379,11.58,0,4,0,0,8,0,4,4,3,8,4,8 days,11,4,0.300965,21.96448,29.813,4,0,36.23,1
a077645b,fix_BiTLkB9M,team_WToSrG,25,Match Total,Game - Starter,rd3,Forward,Locks,Locks,Second Row,01:16:51,4676.70533,156.53,12,1542.18654,26.26,3,11,0,2,9,8,6,14,5,17,16,8 days,81.97,29,0.33196,10.650455,51.49805,23,0,268.57,13
a077645b,fix_BiTLkB9M,team_WToSrG,26,First Half,Game - Starter,rd3,Back,Inside Backs,Inside Backs,Centres,00:48:04,3153.89478,207.00999,7,988.96697,78.22,0,5,0,1,0,0,1,12,2,0,13,8 days,16.52,6,0.305245,12.3817,26.9917,40,13,86.09,18
a077645b,fix_BiTLkB9M,team_WToSrG,26,Second Half,Game - Starter,rd3,Back,Inside Backs,Inside Backs,Centres,00:49:48,3460.04688,227.74001,12,1099.15612,68.04,0,6,1,2,0,0,6,16,1,0,18,8 days,0,2,0.344895,15.9135,21.73584,26,6,27.47,10
a077645b,fix_BiTLkB9M,team_WToSrG,26,Match Total,Game - Starter,rd3,Back,Inside Backs,Inside Backs,Centres,01:37:52,6613.94166,434.75,19,2088.12309,146.26,0,11,1,3,0,0,7,28,3,0,31,8 days,0,0,0.44799,0,0,17,1,5.41,9
a077645b,fix_BiTLkB9M,team_WToSrG,28,First Half,Game - Starter,rd3,Back,Inside Backs,Scrum Halve,Halves,00:48:04,3641.58105,268.06,15,1103.25982,128.19,0,6,1,3,0,0,2,3,1,0,6,8 days,0,3,0.331505,10.2251,14.23706,14,2,25.36,5
a077645b,fix_BiTLkB9M,team_WToSrG,28,Second Half,Game - Starter,rd3,Back,Inside Backs,Scrum Halve,Halves,00:35:53,2567.55322,241.77,11,817.34857,100.4,0,1,0,1,0,0,12,3,0,0,4,8 days,0,1,0.31519,6.11108,9.76599,78,11,17.93,25
a077645b,fix_BiTLkB9M,team_WToSrG,28,Match Total,Game - Starter,rd3,Back,Inside Backs,Scrum Halve,Halves,01:23:57,6209.13427,509.83,26,1920.60839,228.59,0,7,1,4,0,0,14,6,1,0,10,8 days,0,0,0.29631,0,0,16,4,8.05,7
a077645b,fix_BiTLkB9M,team_WToSrG,29,Second Half,Game - Starter,rd3,Back,Outside Backs,Outside Backs,Back Three,00:28:09,2513.11035,306.20001,7,718.24755,215.08001,0,2,0,0,0,0,5,5,1,0,5,8 days,0,0,0.34273,0,0,18,2,4.59,13
a077645b,fix_BiTLkB9M,team_WToSrG,29,Match Total,Game - Sub,rd3,Back,Outside Backs,Outside Backs,Back Three,00:28:09,2513.11035,306.20001,7,718.24755,215.08001,0,2,0,0,0,0,5,5,1,0,5,8 days,0,0,0.34236,0,0,8,2,6.09,4
a077645b,fix_BiTLkB9M,team_WToSrG,31,Second Half,Game - Sub,rd3,Forward,Back Row,Back Row,Back Row,00:19:52,1475.21094,57.56,2,457.40389,17.19,0,8,1,4,1,2,3,1,0,3,5,8 days,0,0,0.27279,0,0,20,2,23.21,7
a077645b,fix_BiTLkB9M,team_WToSrG,31,Match Total,Game - Sub,rd3,Forward,Back Row,Back Row,Back Row,00:19:52,1475.21094,57.56,2,457.40389,17.19,0,8,1,4,1,2,3,1,0,3,5,8 days,0,0,0.29362,0,0,26,7,6.6,13
a077645b,fix_BiTLkB9M,team_WToSrG,32,First Half,Game - Starter,rd3,Forward,Back Row,Back Row,Back Row,00:48:04,2963.55518,106.82,9,969.13888,1.27,3,11,2,2,1,8,8,13,3,9,15,8 days,11.5,2,0.33373,7.934,13.22583,43,11,42.79,14
a077645b,fix_BiTLkB9M,team_WToSrG,32,Second Half,Game - Starter,rd3,Forward,Back Row,Back Row,Back Row,00:49:48,3177.85938,105.12,7,931.4389,18.14,1,11,0,2,9,2,6,12,2,11,14,8 days,0,0,0.28586,0,0,27,10,6.75,12
a077645b,fix_BiTLkB9M,team_WToSrG,32,Match Total,Game - Starter,rd3,Forward,Back Row,Back Row,Back Row,01:37:52,6141.41456,211.94,16,1900.57778,19.41,4,22,2,4,10,10,14,25,5,20,29,8 days,111.67,27,0.387435,12.037325,32.81787,36,0,236.87,24
a077645b,fix_BiTLkB9M,team_WToSrG,38,First Half,Game - Starter,rd3,Forward,Front Row,Front Row,Front Row,00:36:56,2150.56616,40.27,9,650.87997,0,3,4,0,1,1,7,3,7,0,8,8,8 days,0,0,0.30972,0,0,24,7,14.01,15
a077645b,fix_BiTLkB9M,team_WToSrG,38,Match Total,Game - Starter,rd3,Forward,Front Row,Front Row,Front Row,00:36:56,2150.56616,40.27,9,650.87997,0,3,4,0,1,1,7,3,7,0,8,8,8 days,42.06,8,0.3361,16.29126,38.93286,19,7,88,8
a077645b,fix_BiTLkB9M,team_WToSrG,39,First Half,Game - Starter,rd3,Forward,Back Row,Back Row,Back Row,00:48:04,2824.30249,146.77,9,930.13218,41.94,3,8,0,0,1,8,0,10,2,9,10,8 days,0,0,0.10337,0,0,10,7,0,4
a077645b,fix_BiTLkB9M,team_WToSrG,39,Second Half,Game - Starter,rd3,Forward,Back Row,Back Row,Back Row,00:28:37,1643.755,90.49,2,503.20009,54.37,0,5,1,4,8,0,2,2,0,8,6,8 days,89.06,29,0.35642,11.366165,39.94092,46,1,248.49,29
a077645b,fix_BiTLkB9M,team_WToSrG,39,Match Total,Game - Starter,rd3,Forward,Back Row,Back Row,Back Row,01:16:41,4468.05749,237.26,11,1433.33227,96.31,3,13,1,4,9,8,2,12,2,17,16,8 days,90.42,3,0.3455,46.55135,55.71692,23,7,43.39,7
a077645b,fix_BiTLkB9M,team_WToSrG,40,First Half,Game - Starter,rd3,Forward,Back Row,Back Row,Back Row,00:48:04,3001.70654,228.91,14,1025.74486,47.35,3,13,0,1,1,8,6,9,2,9,10,8 days,37.9,5,0.36746,24.80286,51.62109,33,4,34.45,9
a077645b,fix_BiTLkB9M,team_WToSrG,40,Second Half,Game - Starter,rd3,Forward,Back Row,Back Row,Back Row,00:49:48,3101.33179,168.53999,9,1035.53076,37.03,1,8,1,2,9,2,11,10,2,11,12,8 days,26.38,3,0.34105,9.65165,27.73999,21,10,33.75,9
a077645b,fix_BiTLkB9M,team_WToSrG,40,Match Total,Game - Starter,rd3,Forward,Back Row,Back Row,Back Row,01:37:52,6103.03833,397.44999,23,2061.27562,84.38,4,21,1,3,10,10,17,19,4,20,22,8 days,0,2,0.35021,4.50694,7.40295,35,4,30.18,13
a077645b,fix_BiTLkB9M,team_WToSrG,41,First Half,Game - Starter,rd3,Forward,Front Row,Front Row,Front Row,00:48:04,3026.49414,209.36,11,972.91324,76.94,3,4,2,1,1,8,6,10,6,9,11,8 days,0,1,0.34519,12.208495,13.14502,78,8,27.33,25
a077645b,fix_BiTLkB9M,team_WToSrG,41,Second Half,Game - Starter,rd3,Forward,Front Row,Front Row,Front Row,00:36:17,2026.86646,137.95,8,653.396,49.23,0,5,1,1,9,1,6,6,0,10,7,8 days,0,1,0.27301,2.43994,5.54498,16,6,8.16,6
a077645b,fix_BiTLkB9M,team_WToSrG,41,Match Total,Game - Starter,rd3,Forward,Front Row,Front Row,Front Row,01:24:21,5053.3606,347.31,19,1626.30924,126.17,3,9,3,2,10,9,12,16,6,19,18,8 days,0,1,0.32192,9.4517,17.761,33,4,10.15,20
37e32b72,fix_jnEuDxfG,team_sEVfiR,1,First Half,Game - Starter,rd4,Forward,Front Row,Front Row,Front Row,00:43:33,2402.06421,56.61,4,679.04986,11.57,1,3,0,1,6,9,3,1,0,15,2,7 days,6.58,3,0.31915,6.674135,16.40894,25,8,27.42,5
37e32b72,fix_jnEuDxfG,team_sEVfiR,1,Second Half,Game - Starter,rd4,Forward,Front Row,Front Row,Front Row,00:24:21,1272.52222,55.59,6,401.6257,1.26,0,5,0,0,6,2,0,3,0,8,3,7 days,0,0,0.30972,0,0,24,5,23.08,11
37e32b72,fix_jnEuDxfG,team_sEVfiR,1,Match Total,Game - Starter,rd4,Forward,Front Row,Front Row,Front Row,01:07:54,3674.58643,112.2,10,1080.67556,12.83,1,8,0,1,12,11,3,4,0,23,5,7 days,0,3,0.30566,11.85434,24.79614,36,12,33.39,0
