anonID,fixture_id,team_id,id,period_name,period_tags,rd,start_time,position_fb,position_5,position_6,position,total_duration,total_distance,hmld_gen_2,accelerations_total_number,total_acceleration_load,hsr_distance_5m_s,game_start_time,end_time,ball_carry,defensive_breakdown,tackle,offensive_breakdown,collision,attacker,maul,na,defensive_scrum,offensive_scrum,bip,bop,half,bip_bin,bop_bin,wr_ratio,w_r,wr_bin,bip_sec,bop_sec,turnaround,total_scrums,total_breakdowns,SYNTH_spmld_m,SYNTH_acceleration_density,SYNTH_contact_involvement_total_count,SYNTH_scrum_count,SYNTH_sprints_5m_s,SYNTH_velocity_b4_average_effort_distance_gen2,SYNTH_velocity_b4_maximum_effort_distance_gen2,SYNTH_vhsr_srw,SYNTH_total_contact_involvements
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,4,BIP,Game - Starter,rd2,17:18:44,Forward,Locks,Locks,Second Row,00:00:22,27.70794,0.83,0,13.26273,0,17:05:12,17:19:06,0,0,0,0,0,0,1,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,0,0.56094,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,25,BIP,Game - Starter,rd2,17:18:44,Forward,Locks,Locks,Second Row,00:00:22,24.8136,0,0,10.6656,0,17:05:12,17:19:06,0,0,0,0,0,0,1,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,10.46,0.79063,0,0,1,35.59192,35.15283,21.5,2
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,21,BIP,Game - Starter,rd2,17:18:44,Back,Inside Backs,Scrum Halve,Halves,00:00:22,28.01605,4.73,0,11.51791,0,17:05:12,17:19:06,0,0,0,0,0,0,0,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,1.85,0.61565,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,18,BIP,Game - Starter,rd2,17:18:44,Back,Outside Backs,Outside Backs,Centres,00:00:22,21.19202,0,0,7.95482,0,17:05:12,17:19:06,0,0,0,0,0,0,0,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,0,0.49409,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,20,BIP,Game - Starter,rd2,17:18:44,Forward,Front Row,Front Row,Front Row,00:00:22,23.14409,0,0,11.81548,0,17:05:12,17:19:06,0,0,0,0,0,0,1,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,0,0.40706,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,28,BIP,Game - Starter,rd2,17:18:44,Back,Outside Backs,Outside Backs,Back Three,00:00:22,23.8856,0,0,6.13431,0,17:05:12,17:19:06,0,0,0,0,0,0,0,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,1.73,0.39546,1,1,0,0,0,0,3
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,22,BIP,Game - Starter,rd2,17:18:44,Back,Outside Backs,Outside Backs,Back Three,00:00:22,20.76848,0,0,5.37297,0,17:05:12,17:19:06,0,0,0,0,0,0,0,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,0,0.50597,1,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,15,BIP,Game - Starter,rd2,17:18:44,Back,Inside Backs,Inside Backs,Halves,00:00:22,21.41101,0,0,7.11731,0,17:05:12,17:19:06,0,0,0,0,0,0,0,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,1.83,0.61258,1,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,41,BIP,Game - Starter,rd2,17:18:44,Forward,Front Row,Front Row,Front Row,00:00:22,34.86478,6.57,1,14.3906,0,17:05:12,17:19:06,0,0,0,0,0,0,1,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,0,0.38339,1,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,39,BIP,Game - Starter,rd2,17:18:44,Forward,Back Row,Back Row,Back Row,00:00:22,16.7488,1.35,0,8.76937,0,17:05:12,17:19:06,0,0,0,0,0,0,1,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,0,0.52354,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,26,BIP,Game - Starter,rd2,17:18:44,Back,Inside Backs,Inside Backs,Centres,00:00:22,19.84802,0,0,6.75104,0,17:05:12,17:19:06,0,0,0,0,0,0,0,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,1.61,0.84947,1,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,1,BIP,Game - Starter,rd2,17:18:44,Forward,Front Row,Front Row,Front Row,00:00:22,26.86531,0.83,0,11.5664,0,17:05:12,17:19:06,0,0,0,0,0,0,1,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,0,0.42501,1,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,40,BIP,Game - Starter,rd2,17:18:44,Forward,Back Row,Back Row,Back Row,00:00:22,20.88293,0,0,8.53049,0,17:05:12,17:19:06,0,0,0,0,0,0,1,0,0,0,00:00:22,00:01:34,First Half,16-30,91-120,4.272727273,01:04.3,1:3+,22,94,6 days,0,0,2.21,0.7062,2,0,0,0,0,0,5
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,24,BIP,Game - Starter,rd2,17:20:40,Forward,Back Row,Back Row,Back Row,00:00:18,31.42249,1.68,0,10.83427,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,3.98,0.4588,0,0,1,3.43896,3.47797,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,3,BIP,Game - Starter,rd2,17:20:40,Back,Outside Backs,Outside Backs,Back Three,00:00:18,30.28098,8.59,0,8.83764,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0,0.2045,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,4,BIP,Game - Starter,rd2,17:20:40,Forward,Locks,Locks,Second Row,00:00:18,27.75129,0,0,10.61395,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0,0.07164,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,25,BIP,Game - Starter,rd2,17:20:40,Forward,Locks,Locks,Second Row,00:00:18,23.45701,0,0,10.91119,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0,0.92904,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,21,BIP,Game - Starter,rd2,17:20:40,Back,Inside Backs,Scrum Halve,Halves,00:00:18,32.83098,3.7,1,15.54022,0,17:05:12,17:20:58,0,0,1,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0.7,0.5787,1,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,18,BIP,Game - Starter,rd2,17:20:40,Back,Outside Backs,Outside Backs,Centres,00:00:18,32.85381,17.49,0,11.59541,11.6,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0,0.70782,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,20,BIP,Game - Starter,rd2,17:20:40,Forward,Front Row,Front Row,Front Row,00:00:18,28.37393,1.69,0,13.38235,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0,0.31798,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,28,BIP,Game - Starter,rd2,17:20:40,Back,Outside Backs,Outside Backs,Back Three,00:00:18,53.14866,24.09,2,13.94354,23.37,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,8.93,0.60073,0,0,1,8.91113,8.97498,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,22,BIP,Game - Starter,rd2,17:20:40,Back,Outside Backs,Outside Backs,Back Three,00:00:18,34.72528,13.67,1,7.53703,11.26,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0,0.38602,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,15,BIP,Game - Starter,rd2,17:20:40,Back,Inside Backs,Inside Backs,Halves,00:00:18,40.598,3.39,0,15.37839,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0,0.39593,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,41,BIP,Game - Starter,rd2,17:20:40,Forward,Front Row,Front Row,Front Row,00:00:18,24.55941,0,0,8.97667,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0.67,0.78926,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,39,BIP,Game - Starter,rd2,17:20:40,Forward,Back Row,Back Row,Back Row,00:00:18,24.57028,2.06,1,12.43769,0,17:05:12,17:20:58,0,0,1,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,6.57,0.82681,1,0,1,2.52002,2.49298,0,2
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,26,BIP,Game - Starter,rd2,17:20:40,Back,Inside Backs,Inside Backs,Centres,00:00:18,32.53425,5.11,1,13.6999,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0,0.31936,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,1,BIP,Game - Starter,rd2,17:20:40,Forward,Front Row,Front Row,Front Row,00:00:18,25.07051,0,0,8.92813,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,0,0.09749,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,40,BIP,Game - Starter,rd2,17:20:40,Forward,Back Row,Back Row,Back Row,00:00:18,37.95264,2.97,0,12.22943,0,17:05:12,17:20:58,0,0,0,0,0,0,0,0,0,0,00:00:18,00:00:01,First Half,16-30,0-15,0.055555556,01:00.1,1:0-0.5,18,1,6 days,0,0,10.4,0.81899,0,0,1,27.037,26.92383,29.8,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,24,BIP,Game - Starter,rd2,17:20:59,Forward,Back Row,Back Row,Back Row,00:00:09,19.51973,0,0,1.61347,0,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,0,0.33499,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,3,BIP,Game - Starter,rd2,17:20:59,Back,Outside Backs,Outside Backs,Back Three,00:00:09,26.08363,12.51,1,14.25613,10.26,17:05:12,17:21:08,1,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,0,0.62049,1,0,0,0,0,0,2
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,4,BIP,Game - Starter,rd2,17:20:59,Forward,Locks,Locks,Second Row,00:00:09,27.73967,0,0,1.55157,0,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,8.43,0.85021,0,0,1,11.93994,12.21436,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,25,BIP,Game - Starter,rd2,17:20:59,Forward,Locks,Locks,Second Row,00:00:09,23.01421,0,0,2.11693,0,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,0,0.22068,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,21,BIP,Game - Starter,rd2,17:20:59,Back,Inside Backs,Scrum Halve,Halves,00:00:09,36.53416,5.41,0,5.11563,4,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,0,0.80999,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,18,BIP,Game - Starter,rd2,17:20:59,Back,Outside Backs,Outside Backs,Centres,00:00:09,32.676,4.76,0,9.53421,13.59,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,0,0.49673,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,20,BIP,Game - Starter,rd2,17:20:59,Forward,Front Row,Front Row,Front Row,00:00:09,24.82461,0.78,0,3.2591,0,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,0,0.20407,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,28,BIP,Game - Starter,rd2,17:20:59,Back,Outside Backs,Outside Backs,Back Three,00:00:09,38.09834,22.91,1,15.15595,23.08,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,10.39,0.89033,0,0,1,26.68201,26.41895,13.33,2
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,22,BIP,Game - Starter,rd2,17:20:59,Back,Outside Backs,Outside Backs,Back Three,00:00:09,29.71042,7.92,0,11.97059,0.38,17:05:12,17:21:08,1,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,3.9,0.74256,1,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,15,BIP,Game - Starter,rd2,17:20:59,Back,Inside Backs,Inside Backs,Halves,00:00:09,40.26952,9.54,1,5.90058,9.63,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,11.46,0.88293,0,0,1,23.41211,23.35303,13.33,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,41,BIP,Game - Starter,rd2,17:20:59,Forward,Front Row,Front Row,Front Row,00:00:09,17.40178,0,0,1.52412,0,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,1.42,0.49485,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,39,BIP,Game - Starter,rd2,17:20:59,Forward,Back Row,Back Row,Back Row,00:00:09,18.17166,0,0,1.96551,0,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,0,0.47595,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,26,BIP,Game - Starter,rd2,17:20:59,Back,Inside Backs,Inside Backs,Centres,00:00:09,30.09158,6.71,0,6.22296,0,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,16.29,0.91015,2,0,2,10.90503,15.50702,0,3
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,1,BIP,Game - Starter,rd2,17:20:59,Forward,Front Row,Front Row,Front Row,00:00:09,26.13994,0,0,2.05107,0,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,7.57,0.47262,3,0,0,0,0,2.71,5
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,40,BIP,Game - Starter,rd2,17:20:59,Forward,Back Row,Back Row,Back Row,00:00:09,14.04347,0,0,3.16507,0,17:05:12,17:21:08,0,0,0,0,0,0,0,0,0,0,00:00:09,00:00:49,First Half,0-15,46-60,5.444444444,01:05.4,1:3+,9,49,6 days,0,0,0,0.16183,0,1,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,24,BIP,Game - Starter,rd2,17:21:57,Forward,Back Row,Back Row,Back Row,00:00:51,92.21637,16.81,2,40.7964,0,17:05:12,17:22:48,1,0,0,2,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,2,7.84,0.57214,2,1,1,30.55103,30.55103,24.98,3
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,3,BIP,Game - Starter,rd2,17:21:57,Back,Outside Backs,Outside Backs,Back Three,00:00:51,89.26196,22.9,2,41.71777,9.9,17:05:12,17:22:48,1,0,0,1,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,1,0,0.36861,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,4,BIP,Game - Starter,rd2,17:21:57,Forward,Locks,Locks,Second Row,00:00:51,82.12876,1.9,0,33.95599,0,17:05:12,17:22:48,1,0,0,1,0,1,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,1,0,0.8344,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,25,BIP,Game - Starter,rd2,17:21:57,Forward,Locks,Locks,Second Row,00:00:51,74.7782,1.63,0,32.54518,0,17:05:12,17:22:48,0,0,0,2,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,2,0,0.32478,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,21,BIP,Game - Starter,rd2,17:21:57,Back,Inside Backs,Scrum Halve,Halves,00:00:51,100.78503,19.01,1,46.02597,6.29,17:05:12,17:22:48,0,0,0,1,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,1,0,0.70782,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,18,BIP,Game - Starter,rd2,17:21:57,Back,Outside Backs,Outside Backs,Centres,00:00:51,100.3749,22.34,4,48.3353,5.65,17:05:12,17:22:48,1,0,1,1,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,1,0,0.53854,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,20,BIP,Game - Starter,rd2,17:21:57,Forward,Front Row,Front Row,Front Row,00:00:51,70.51807,2.54,0,30.68656,0,17:05:12,17:22:48,0,0,0,1,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,1,6.21,0.67363,2,0,1,4.66701,4.61475,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,28,BIP,Game - Starter,rd2,17:21:57,Back,Outside Backs,Outside Backs,Back Three,00:00:51,111.10281,19.56,2,44.2058,6.53,17:05:12,17:22:48,0,1,1,0,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,1,0,0.16458,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,22,BIP,Game - Starter,rd2,17:21:57,Back,Outside Backs,Outside Backs,Back Three,00:00:51,104.71301,21.65,1,30.81912,6.37,17:05:12,17:22:48,0,0,0,0,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,0,0,0.44881,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,15,BIP,Game - Starter,rd2,17:21:57,Back,Inside Backs,Inside Backs,Halves,00:00:51,96.45605,11.95,0,42.85331,0,17:05:12,17:22:48,0,0,0,0,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,0,0,0.56272,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,41,BIP,Game - Starter,rd2,17:21:57,Forward,Front Row,Front Row,Front Row,00:00:51,43.6305,0,0,18.5712,0,17:05:12,17:22:48,0,0,0,0,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,0,0,0.0452,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,39,BIP,Game - Starter,rd2,17:21:57,Forward,Back Row,Back Row,Back Row,00:00:51,49.75242,0,0,18.25629,0,17:05:12,17:22:48,0,0,0,0,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,0,0.31,0.38526,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,26,BIP,Game - Starter,rd2,17:21:57,Back,Inside Backs,Inside Backs,Centres,00:00:51,100.01251,14.08,3,47.94865,0,17:05:12,17:22:48,0,0,1,1,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,1,0,0.57041,0,1,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,1,BIP,Game - Starter,rd2,17:21:57,Forward,Front Row,Front Row,Front Row,00:00:51,52.09423,0,0,19.05436,0,17:05:12,17:22:48,0,0,0,0,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,0,0,0.15501,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,40,BIP,Game - Starter,rd2,17:21:57,Forward,Back Row,Back Row,Back Row,00:00:51,85.23746,9.37,0,39.13633,0,17:05:12,17:22:48,1,0,0,0,0,0,0,0,0,0,00:00:51,00:00:18,First Half,46-60,16-30,0.352941176,01:00.3,1:0-0.5,51,18,6 days,0,0,0.44,0.57271,3,0,0,0,0,0,7
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,24,BIP,Game - Starter,rd2,17:23:06,Forward,Back Row,Back Row,Back Row,00:00:32,57.50576,2.8,0,18.13497,0,17:05:12,17:23:38,0,0,0,0,0,0,0,0,0,0,00:00:32,00:04:29,First Half,31-45,180+,8.40625,01:08.4,1:3+,32,269,6 days,0,0,4.33,0.78268,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,3,BIP,Game - Starter,rd2,17:23:06,Back,Outside Backs,Outside Backs,Back Three,00:00:32,58.27358,7.55,1,20.30819,0,17:05:12,17:23:38,0,0,0,0,0,0,0,0,0,0,00:00:32,00:04:29,First Half,31-45,180+,8.40625,01:08.4,1:3+,32,269,6 days,0,0,0,0.52812,1,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,4,BIP,Game - Starter,rd2,17:23:06,Forward,Locks,Locks,Second Row,00:00:32,57.25353,0,0,19.19918,0,17:05:12,17:23:38,0,0,0,1,0,0,0,0,0,0,00:00:32,00:04:29,First Half,31-45,180+,8.40625,01:08.4,1:3+,32,269,6 days,0,1,12.66,0.52552,2,0,2,9.74227,12.97217,8.38,3
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,25,BIP,Game - Starter,rd2,17:23:06,Forward,Locks,Locks,Second Row,00:00:32,47.75251,0,0,18.10373,0,17:05:12,17:23:38,0,0,0,0,0,0,0,0,0,0,00:00:32,00:04:29,First Half,31-45,180+,8.40625,01:08.4,1:3+,32,269,6 days,0,0,0,0.34686,0,0,0,0,0,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,21,BIP,Game - Starter,rd2,17:23:06,Back,Inside Backs,Scrum Halve,Halves,00:00:32,76.98499,18.72,2,31.1106,12.34,17:05:12,17:23:38,2,0,0,0,0,0,0,0,0,0,00:00:32,00:04:29,First Half,31-45,180+,8.40625,01:08.4,1:3+,32,269,6 days,0,0,0,0.05544,0,1,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,18,BIP,Game - Starter,rd2,17:23:06,Back,Outside Backs,Outside Backs,Centres,00:00:32,69.02991,4.61,0,22.86347,0,17:05:12,17:23:38,0,0,0,0,0,0,0,0,0,0,00:00:32,00:04:29,First Half,31-45,180+,8.40625,01:08.4,1:3+,32,269,6 days,0,0,0,0.28249,0,0,0,0,0,0,0
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,20,BIP,Game - Starter,rd2,17:23:06,Forward,Front Row,Front Row,Front Row,00:00:32,48.85999,1.35,0,19.15406,0,17:05:12,17:23:38,1,0,0,0,0,0,0,0,0,0,00:00:32,00:04:29,First Half,31-45,180+,8.40625,01:08.4,1:3+,32,269,6 days,0,0,8.24,0.61859,1,0,1,2.74414,2.74805,0,1
9620c42f,fix_Dt7kB7Jf,team_GMTRNH,28,BIP,Game - Starter,rd2,17:23:06,Back,Outside Backs,Outside Backs,Back Three,00:00:32,59.53011,12.63,0,12.73319,5.01,17:05:12,17:23:38,0,0,0,0,0,0,0,0,0,0,00:00:32,00:04:29,First Half,31-45,180+,8.40625,01:08.4,1:3+,32,269,6 days,0,0,0,0.35161,0,0,0,0,0,0,0
