fixture_id,team_id,start_time,rd,BIP,BOP,half,BIP_bin,BOP_bin,WR_ratio,W:R,WR_bin,BIP_sec,BOP_sec
fix_jnEuDxfG,team_sEVfiR,17:05:04,rd4,02:05.0,00:26.0,First Half,121-150,16-30,0.208,01:00.2,1:0-0.5,125,26
fix_jnEuDxfG,team_sEVfiR,17:07:35,rd4,00:18.0,00:46.0,First Half,16-30,46-60,2.555555556,01:02.6,1:2.5-3,18,46
fix_jnEuDxfG,team_sEVfiR,17:08:39,rd4,00:18.0,00:33.0,First Half,16-30,31-45,1.833333333,01:01.8,1:1.5-2,18,33
fix_jnEuDxfG,team_sEVfiR,17:09:30,rd4,00:23.0,00:43.0,First Half,16-30,31-45,1.869565217,01:01.9,1:1.5-2,23,43
fix_jnEuDxfG,team_sEVfiR,17:10:36,rd4,00:33.0,00:23.0,First Half,31-45,16-30,0.696969697,01:00.7,1:0.5-1,33,23
fix_jnEuDxfG,team_sEVfiR,17:11:32,rd4,00:23.0,00:46.0,First Half,16-30,46-60,2,01:02,1:2-2.5,23,46
fix_jnEuDxfG,team_sEVfiR,17:12:41,rd4,00:11.0,00:28.0,First Half,0-15,16-30,2.545454545,01:02.5,1:2.5-3,11,28
fix_jnEuDxfG,team_sEVfiR,17:13:20,rd4,00:37.0,00:29.0,First Half,31-45,16-30,0.783783784,01:00.8,1:0.5-1,37,29
fix_jnEuDxfG,team_sEVfiR,17:14:26,rd4,00:19.0,00:54.0,First Half,16-30,46-60,2.842105263,01:02.8,1:2.5-3,19,54
fix_jnEuDxfG,team_sEVfiR,17:15:39,rd4,00:27.0,00:32.0,First Half,16-30,31-45,1.185185185,01:01.2,1:1-1.5,27,32
fix_jnEuDxfG,team_sEVfiR,17:16:38,rd4,00:12.0,01:40.0,First Half,0-15,91-120,8.333333333,01:08.3,1:3+,12,100
fix_jnEuDxfG,team_sEVfiR,17:18:30,rd4,00:03.0,00:51.0,First Half,0-15,46-60,17,01:17,1:3+,3,51
fix_jnEuDxfG,team_sEVfiR,17:19:24,rd4,00:13.0,00:51.0,First Half,0-15,46-60,3.923076923,01:03.9,1:3+,13,51
fix_jnEuDxfG,team_sEVfiR,17:20:28,rd4,00:13.0,00:51.0,First Half,0-15,46-60,3.923076923,01:03.9,1:3+,13,51
fix_jnEuDxfG,team_sEVfiR,17:21:32,rd4,00:14.0,00:57.0,First Half,0-15,46-60,4.071428571,01:04.1,1:3+,14,57
fix_jnEuDxfG,team_sEVfiR,17:22:43,rd4,00:16.0,00:50.0,First Half,16-30,46-60,3.125,01:03.1,1:3+,16,50
fix_jnEuDxfG,team_sEVfiR,17:23:49,rd4,00:25.0,00:18.0,First Half,16-30,16-30,0.72,01:00.7,1:0.5-1,25,18
fix_jnEuDxfG,team_sEVfiR,17:24:32,rd4,00:11.0,00:33.0,First Half,0-15,31-45,3,01:03,1:3+,11,33
fix_jnEuDxfG,team_sEVfiR,17:25:16,rd4,00:08.0,02:07.0,First Half,0-15,121-150,15.875,01:15.9,1:3+,8,127
fix_jnEuDxfG,team_sEVfiR,17:27:31,rd4,00:10.0,00:44.0,First Half,0-15,31-45,4.4,01:04.4,1:3+,10,44
fix_jnEuDxfG,team_sEVfiR,17:28:25,rd4,00:54.0,00:32.0,First Half,46-60,31-45,0.592592593,01:00.6,1:0.5-1,54,32
fix_jnEuDxfG,team_sEVfiR,17:29:51,rd4,00:09.0,01:42.0,First Half,0-15,91-120,11.33333333,01:11.3,1:3+,9,102
fix_jnEuDxfG,team_sEVfiR,17:31:42,rd4,00:09.0,00:23.0,First Half,0-15,16-30,2.555555556,01:02.6,1:2.5-3,9,23
fix_jnEuDxfG,team_sEVfiR,17:32:14,rd4,00:17.0,00:45.0,First Half,16-30,31-45,2.647058824,01:02.6,1:2.5-3,17,45
fix_jnEuDxfG,team_sEVfiR,17:33:16,rd4,00:25.0,00:43.0,First Half,16-30,31-45,1.72,01:01.7,1:1.5-2,25,43
fix_jnEuDxfG,team_sEVfiR,17:34:24,rd4,00:49.0,00:51.0,First Half,46-60,46-60,1.040816327,01:01.0,1:1-1.5,49,51
fix_jnEuDxfG,team_sEVfiR,17:36:04,rd4,00:23.0,00:26.0,First Half,16-30,16-30,1.130434783,01:01.1,1:1-1.5,23,26
fix_jnEuDxfG,team_sEVfiR,17:36:53,rd4,00:19.0,00:45.0,First Half,16-30,31-45,2.368421053,01:02.4,1:2-2.5,19,45
fix_jnEuDxfG,team_sEVfiR,17:37:57,rd4,00:12.0,00:48.0,First Half,0-15,46-60,4,01:04,1:3+,12,48
fix_jnEuDxfG,team_sEVfiR,17:38:57,rd4,01:01.0,02:59.0,First Half,61-90,151-180,2.93442623,01:02.9,1:2.5-3,61,179
fix_jnEuDxfG,team_sEVfiR,17:42:57,rd4,00:38.0,00:43.0,First Half,31-45,31-45,1.131578947,01:01.1,1:1-1.5,38,43
fix_jnEuDxfG,team_sEVfiR,17:44:18,rd4,00:20.0,01:26.0,First Half,16-30,61-90,4.3,01:04.3,1:3+,20,86
fix_jnEuDxfG,team_sEVfiR,17:46:04,rd4,00:43.0,00:48.0,First Half,31-45,46-60,1.11627907,01:01.1,1:1-1.5,43,48
fix_jnEuDxfG,team_sEVfiR,17:47:35,rd4,00:57.0,NA,First Half,46-60,NA,NA,NA,NA,57,NA
fix_jnEuDxfG,team_sEVfiR,17:58:50,rd4,01:01.0,00:45.0,Second Half,61-90,31-45,0.737704918,01:00.7,1:0.5-1,61,45
fix_jnEuDxfG,team_sEVfiR,18:00:36,rd4,00:25.0,00:50.0,Second Half,16-30,46-60,2,01:02,1:2-2.5,25,50
fix_jnEuDxfG,team_sEVfiR,18:01:51,rd4,00:57.0,01:36.0,Second Half,46-60,91-120,1.684210526,01:01.7,1:1.5-2,57,96
fix_jnEuDxfG,team_sEVfiR,18:04:24,rd4,01:00.0,01:41.0,Second Half,46-60,91-120,1.683333333,01:01.7,1:1.5-2,60,101
fix_jnEuDxfG,team_sEVfiR,18:07:05,rd4,00:43.0,01:12.0,Second Half,31-45,61-90,1.674418605,01:01.7,1:1.5-2,43,72
fix_jnEuDxfG,team_sEVfiR,18:09:00,rd4,00:45.0,01:44.0,Second Half,31-45,91-120,2.311111111,01:02.3,1:2-2.5,45,104
fix_jnEuDxfG,team_sEVfiR,18:11:29,rd4,01:10.0,01:53.0,Second Half,61-90,91-120,1.614285714,01:01.6,1:1.5-2,70,113
fix_jnEuDxfG,team_sEVfiR,18:14:32,rd4,00:37.0,00:26.0,Second Half,31-45,16-30,0.702702703,01:00.7,1:0.5-1,37,26
fix_jnEuDxfG,team_sEVfiR,18:15:35,rd4,00:25.0,01:40.0,Second Half,16-30,91-120,4,01:04,1:3+,25,100
fix_jnEuDxfG,team_sEVfiR,18:17:40,rd4,00:25.0,00:37.0,Second Half,16-30,31-45,1.48,01:01.5,1:1-1.5,25,37
fix_jnEuDxfG,team_sEVfiR,18:18:42,rd4,00:05.0,00:41.0,Second Half,0-15,31-45,8.2,01:08.2,1:3+,5,41
fix_jnEuDxfG,team_sEVfiR,18:19:28,rd4,00:24.0,00:59.0,Second Half,16-30,46-60,2.458333333,01:02.5,1:2-2.5,24,59
fix_jnEuDxfG,team_sEVfiR,18:20:51,rd4,00:27.0,00:29.0,Second Half,16-30,16-30,1.074074074,01:01.1,1:1-1.5,27,29
fix_jnEuDxfG,team_sEVfiR,18:21:47,rd4,00:06.0,00:53.0,Second Half,0-15,46-60,8.833333333,01:08.8,1:3+,6,53
fix_jnEuDxfG,team_sEVfiR,18:22:46,rd4,01:12.5,00:35.5,Second Half,61-90,31-45,0.490340386,01:00.5,1:0-0.5,72.46666667,35.53333333
fix_jnEuDxfG,team_sEVfiR,18:24:34,rd4,00:23.0,03:15.0,Second Half,16-30,180+,8.47826087,01:08.5,1:3+,23,195
fix_jnEuDxfG,team_sEVfiR,18:28:12,rd4,00:31.0,01:18.0,Second Half,31-45,61-90,2.516129032,01:02.5,1:2.5-3,31,78
fix_jnEuDxfG,team_sEVfiR,18:30:01,rd4,00:06.0,00:45.0,Second Half,0-15,31-45,7.5,01:07.5,1:3+,6,45
fix_jnEuDxfG,team_sEVfiR,18:30:52,rd4,00:17.0,02:21.0,Second Half,16-30,121-150,8.294117647,01:08.3,1:3+,17,141
fix_jnEuDxfG,team_sEVfiR,18:33:30,rd4,00:07.0,00:43.0,Second Half,0-15,31-45,6.142857143,01:06.1,1:3+,7,43
fix_jnEuDxfG,team_sEVfiR,18:34:20,rd4,00:14.0,00:47.0,Second Half,0-15,46-60,3.357142857,01:03.4,1:3+,14,47
fix_jnEuDxfG,team_sEVfiR,18:35:21,rd4,00:05.0,01:46.0,Second Half,0-15,91-120,21.2,01:21.2,1:3+,5,106
fix_jnEuDxfG,team_sEVfiR,18:37:12,rd4,01:01.0,00:50.0,Second Half,61-90,46-60,0.819672131,01:00.8,1:0.5-1,61,50
fix_jnEuDxfG,team_sEVfiR,18:39:03,rd4,00:37.0,01:46.0,Second Half,31-45,91-120,2.864864865,01:02.9,1:2.5-3,37,106
fix_jnEuDxfG,team_sEVfiR,18:41:26,rd4,00:33.0,00:52.0,Second Half,31-45,46-60,1.575757576,01:01.6,1:1.5-2,33,52
fix_jnEuDxfG,team_sEVfiR,18:42:51,rd4,01:05.0,01:55.0,Second Half,61-90,91-120,1.769230769,01:01.8,1:1.5-2,65,115
fix_jnEuDxfG,team_sEVfiR,18:45:51,rd4,00:45.7,NA,Second Half,46-60,NA,NA,NA,NA,45.66666667,NA
fix_bCVDFjyc,team_iBzzBL,14:34:40,rd5,01:13.0,00:45.0,First Half,61-90,31-45,0.616438356,01:00.6,1:0.5-1,73,45
fix_bCVDFjyc,team_iBzzBL,14:36:38,rd5,00:14.0,01:41.0,First Half,0-15,91-120,7.214285714,01:07.2,1:3+,14,101
fix_bCVDFjyc,team_iBzzBL,14:38:33,rd5,00:07.0,01:45.0,First Half,0-15,91-120,15,01:15,1:3+,7,105
fix_bCVDFjyc,team_iBzzBL,14:40:25,rd5,00:49.0,00:45.0,First Half,46-60,31-45,0.918367347,01:00.9,1:0.5-1,49,45
fix_bCVDFjyc,team_iBzzBL,14:41:59,rd5,00:10.0,00:55.0,First Half,0-15,46-60,5.5,01:05.5,1:3+,10,55
fix_bCVDFjyc,team_iBzzBL,14:43:04,rd5,00:05.0,00:45.0,First Half,0-15,31-45,9,01:09,1:3+,5,45
fix_bCVDFjyc,team_iBzzBL,14:43:54,rd5,00:25.0,00:29.0,First Half,16-30,16-30,1.16,01:01.2,1:1-1.5,25,29
fix_bCVDFjyc,team_iBzzBL,14:44:48,rd5,00:09.0,00:39.0,First Half,0-15,31-45,4.333333333,01:04.3,1:3+,9,39
fix_bCVDFjyc,team_iBzzBL,14:45:36,rd5,01:14.0,00:57.0,First Half,61-90,46-60,0.77027027,01:00.8,1:0.5-1,74,57
fix_bCVDFjyc,team_iBzzBL,14:47:47,rd5,00:14.0,01:41.0,First Half,0-15,91-120,7.214285714,01:07.2,1:3+,14,101
fix_bCVDFjyc,team_iBzzBL,14:49:42,rd5,00:08.0,00:27.0,First Half,0-15,16-30,3.375,01:03.4,1:3+,8,27
fix_bCVDFjyc,team_iBzzBL,14:50:17,rd5,00:47.0,01:45.0,First Half,46-60,91-120,2.234042553,01:02.2,1:2-2.5,47,105
fix_bCVDFjyc,team_iBzzBL,14:52:49,rd5,01:17.0,01:45.0,First Half,61-90,91-120,1.363636364,01:01.4,1:1-1.5,77,105
fix_bCVDFjyc,team_iBzzBL,14:55:51,rd5,00:35.0,00:36.0,First Half,31-45,31-45,1.028571429,01:01.0,1:1-1.5,35,36
fix_bCVDFjyc,team_iBzzBL,14:57:02,rd5,01:31.0,01:39.0,First Half,91-120,91-120,1.087912088,01:01.1,1:1-1.5,91,99
fix_bCVDFjyc,team_iBzzBL,15:00:12,rd5,00:09.0,00:31.0,First Half,0-15,31-45,3.444444444,01:03.4,1:3+,9,31
fix_bCVDFjyc,team_iBzzBL,15:00:52,rd5,01:51.0,02:24.0,First Half,91-120,121-150,1.297297297,01:01.3,1:1-1.5,111,144
fix_bCVDFjyc,team_iBzzBL,15:05:07,rd5,00:05.0,00:34.0,First Half,0-15,31-45,6.8,01:06.8,1:3+,5,34
fix_bCVDFjyc,team_iBzzBL,15:05:46,rd5,00:12.0,01:48.0,First Half,0-15,91-120,9,01:09,1:3+,12,108
fix_bCVDFjyc,team_iBzzBL,15:07:46,rd5,00:11.0,00:44.0,First Half,0-15,31-45,4,01:04,1:3+,11,44
fix_bCVDFjyc,team_iBzzBL,15:08:41,rd5,01:05.0,00:35.0,First Half,61-90,31-45,0.538461538,01:00.5,1:0.5-1,65,35
fix_bCVDFjyc,team_iBzzBL,15:10:21,rd5,00:42.0,00:43.0,First Half,31-45,31-45,1.023809524,01:01.0,1:1-1.5,42,43
fix_bCVDFjyc,team_iBzzBL,15:11:46,rd5,00:09.0,00:51.0,First Half,0-15,46-60,5.666666667,01:05.7,1:3+,9,51
fix_bCVDFjyc,team_iBzzBL,15:12:46,rd5,00:23.0,00:34.0,First Half,16-30,31-45,1.47826087,01:01.5,1:1-1.5,23,34
fix_bCVDFjyc,team_iBzzBL,15:13:43,rd5,00:05.0,01:21.0,First Half,0-15,61-90,16.2,01:16.2,1:3+,5,81
fix_bCVDFjyc,team_iBzzBL,15:15:09,rd5,00:24.0,02:18.0,First Half,16-30,121-150,5.75,01:05.7,1:3+,24,138
fix_bCVDFjyc,team_iBzzBL,15:17:51,rd5,00:05.0,NA,First Half,0-15,NA,NA,NA,NA,5,NA
fix_bCVDFjyc,team_iBzzBL,15:28:28,rd5,00:24.0,00:44.0,Second Half,16-30,31-45,1.833333333,01:01.8,1:1.5-2,24,44
fix_bCVDFjyc,team_iBzzBL,15:29:36,rd5,00:27.0,00:30.0,Second Half,16-30,16-30,1.111111111,01:01.1,1:1-1.5,27,30
fix_bCVDFjyc,team_iBzzBL,15:30:33,rd5,00:46.0,00:35.0,Second Half,46-60,31-45,0.760869565,01:00.8,1:0.5-1,46,35
fix_bCVDFjyc,team_iBzzBL,15:31:54,rd5,00:02.0,00:32.0,Second Half,0-15,31-45,16,01:16,1:3+,2,32
fix_bCVDFjyc,team_iBzzBL,15:32:28,rd5,00:57.0,02:21.0,Second Half,46-60,121-150,2.473684211,01:02.5,1:2-2.5,57,141
fix_bCVDFjyc,team_iBzzBL,15:35:46,rd5,00:26.0,00:47.0,Second Half,16-30,46-60,1.807692308,01:01.8,1:1.5-2,26,47
fix_bCVDFjyc,team_iBzzBL,15:36:59,rd5,00:18.0,00:34.0,Second Half,16-30,31-45,1.888888889,01:01.9,1:1.5-2,18,34
fix_bCVDFjyc,team_iBzzBL,15:37:51,rd5,00:11.0,00:44.0,Second Half,0-15,31-45,4,01:04,1:3+,11,44
fix_bCVDFjyc,team_iBzzBL,15:38:46,rd5,00:12.0,01:16.0,Second Half,0-15,61-90,6.333333333,01:06.3,1:3+,12,76
fix_bCVDFjyc,team_iBzzBL,15:40:14,rd5,01:52.0,00:48.0,Second Half,91-120,46-60,0.428571429,01:00.4,1:0-0.5,112,48
fix_bCVDFjyc,team_iBzzBL,15:42:54,rd5,00:17.0,01:49.0,Second Half,16-30,91-120,6.411764706,01:06.4,1:3+,17,109
fix_bCVDFjyc,team_iBzzBL,15:45:00,rd5,00:15.0,01:14.0,Second Half,0-15,61-90,4.933333333,01:04.9,1:3+,15,74
fix_bCVDFjyc,team_iBzzBL,15:46:29,rd5,00:15.0,01:50.0,Second Half,0-15,91-120,7.333333333,01:07.3,1:3+,15,110
fix_bCVDFjyc,team_iBzzBL,15:48:34,rd5,00:07.0,00:39.0,Second Half,0-15,31-45,5.571428571,01:05.6,1:3+,7,39
fix_bCVDFjyc,team_iBzzBL,15:49:20,rd5,00:53.0,01:47.0,Second Half,46-60,91-120,2.018867925,01:02.0,1:2-2.5,53,107
fix_bCVDFjyc,team_iBzzBL,15:52:00,rd5,00:07.0,00:43.0,Second Half,0-15,31-45,6.142857143,01:06.1,1:3+,7,43
fix_bCVDFjyc,team_iBzzBL,15:52:50,rd5,00:05.0,00:48.0,Second Half,0-15,46-60,9.6,01:09.6,1:3+,5,48
fix_bCVDFjyc,team_iBzzBL,15:53:43,rd5,00:23.0,00:45.0,Second Half,16-30,31-45,1.956521739,01:02.0,1:1.5-2,23,45
fix_bCVDFjyc,team_iBzzBL,15:54:51,rd5,00:19.0,01:55.0,Second Half,16-30,91-120,6.052631579,01:06.0,1:3+,19,115
fix_bCVDFjyc,team_iBzzBL,15:57:05,rd5,00:30.0,01:19.0,Second Half,16-30,61-90,2.633333333,01:02.6,1:2.5-3,30,79
fix_bCVDFjyc,team_iBzzBL,15:58:54,rd5,00:08.0,00:56.0,Second Half,0-15,46-60,7,01:07,1:3+,8,56
fix_bCVDFjyc,team_iBzzBL,15:59:58,rd5,00:44.0,01:09.0,Second Half,31-45,61-90,1.568181818,01:01.6,1:1.5-2,44,69
fix_bCVDFjyc,team_iBzzBL,16:01:51,rd5,00:23.0,00:45.0,Second Half,16-30,31-45,1.956521739,01:02.0,1:1.5-2,23,45
fix_bCVDFjyc,team_iBzzBL,16:02:59,rd5,00:05.0,00:54.0,Second Half,0-15,46-60,10.8,01:10.8,1:3+,5,54
fix_bCVDFjyc,team_iBzzBL,16:03:58,rd5,00:22.0,01:38.0,Second Half,16-30,91-120,4.454545455,01:04.4,1:3+,22,98
fix_bCVDFjyc,team_iBzzBL,16:05:58,rd5,00:56.0,01:20.0,Second Half,46-60,61-90,1.428571429,01:01.4,1:1-1.5,56,80
fix_bCVDFjyc,team_iBzzBL,16:08:14,rd5,00:18.0,01:55.0,Second Half,16-30,91-120,6.388888889,01:06.4,1:3+,18,115
fix_bCVDFjyc,team_iBzzBL,16:10:27,rd5,00:05.0,00:53.0,Second Half,0-15,46-60,10.6,01:10.6,1:3+,5,53
fix_bCVDFjyc,team_iBzzBL,16:11:25,rd5,00:05.1,NA,Second Half,0-15,NA,NA,NA,NA,5.142857143,NA
fix_ph9LbRbI,team_UbIB7L,17:45:49,sf,00:22.0,00:37.0,First Half,16-30,31-45,1.681818182,01:01.7,1:1.5-2,22,37
fix_ph9LbRbI,team_UbIB7L,17:46:48,sf,00:28.0,00:42.0,First Half,16-30,31-45,1.5,01:01.5,1:1.5-2,28,42
fix_ph9LbRbI,team_UbIB7L,17:47:58,sf,00:23.0,01:37.0,First Half,16-30,91-120,4.217391304,01:04.2,1:3+,23,97
fix_ph9LbRbI,team_UbIB7L,17:49:58,sf,00:31.0,00:24.0,First Half,31-45,16-30,0.774193548,01:00.8,1:0.5-1,31,24
fix_ph9LbRbI,team_UbIB7L,17:50:53,sf,01:40.0,00:37.0,First Half,91-120,31-45,0.37,01:00.4,1:0-0.5,100,37
fix_ph9LbRbI,team_UbIB7L,17:53:10,sf,00:18.0,00:40.0,First Half,16-30,31-45,2.222222222,01:02.2,1:2-2.5,18,40
fix_ph9LbRbI,team_UbIB7L,17:54:08,sf,00:07.0,01:42.0,First Half,0-15,91-120,14.57142857,01:14.6,1:3+,7,102
fix_ph9LbRbI,team_UbIB7L,17:55:57,sf,01:00.0,00:48.0,First Half,46-60,46-60,0.8,01:00.8,1:0.5-1,60,48
fix_ph9LbRbI,team_UbIB7L,17:57:45,sf,00:34.0,00:39.0,First Half,31-45,31-45,1.147058824,01:01.1,1:1-1.5,34,39
fix_ph9LbRbI,team_UbIB7L,17:58:58,sf,00:42.0,01:45.0,First Half,31-45,91-120,2.5,01:02.5,1:2.5-3,42,105
fix_ph9LbRbI,team_UbIB7L,18:01:25,sf,00:36.0,00:51.0,First Half,31-45,46-60,1.416666667,01:01.4,1:1-1.5,36,51
fix_ph9LbRbI,team_UbIB7L,18:02:52,sf,00:13.0,01:51.0,First Half,0-15,91-120,8.538461538,01:08.5,1:3+,13,111
fix_ph9LbRbI,team_UbIB7L,18:04:56,sf,00:08.0,00:23.0,First Half,0-15,16-30,2.875,01:02.9,1:2.5-3,8,23
fix_ph9LbRbI,team_UbIB7L,18:05:27,sf,00:40.0,00:55.0,First Half,31-45,46-60,1.375,01:01.4,1:1-1.5,40,55
fix_ph9LbRbI,team_UbIB7L,18:07:02,sf,00:29.0,00:51.0,First Half,16-30,46-60,1.75862069,01:01.8,1:1.5-2,29,51
fix_ph9LbRbI,team_UbIB7L,18:08:22,sf,00:21.0,00:27.0,First Half,16-30,16-30,1.285714286,01:01.3,1:1-1.5,21,27
fix_ph9LbRbI,team_UbIB7L,18:09:10,sf,00:51.0,00:46.0,First Half,46-60,46-60,0.901960784,01:00.9,1:0.5-1,51,46
fix_ph9LbRbI,team_UbIB7L,18:10:47,sf,01:17.0,02:05.0,First Half,61-90,121-150,1.623376623,01:01.6,1:1.5-2,77,125
fix_ph9LbRbI,team_UbIB7L,18:14:09,sf,00:38.0,00:54.0,First Half,31-45,46-60,1.421052632,01:01.4,1:1-1.5,38,54
fix_ph9LbRbI,team_UbIB7L,18:15:41,sf,00:43.0,01:43.0,First Half,31-45,91-120,2.395348837,01:02.4,1:2-2.5,43,103
fix_ph9LbRbI,team_UbIB7L,18:18:07,sf,00:52.0,00:43.0,First Half,46-60,31-45,0.826923077,01:00.8,1:0.5-1,52,43
fix_ph9LbRbI,team_UbIB7L,18:19:42,sf,00:32.0,01:13.0,First Half,31-45,61-90,2.28125,01:02.3,1:2-2.5,32,73
fix_ph9LbRbI,team_UbIB7L,18:21:27,sf,00:18.0,00:58.0,First Half,16-30,46-60,3.222222222,01:03.2,1:3+,18,58
fix_ph9LbRbI,team_UbIB7L,18:22:43,sf,01:08.0,00:47.0,First Half,61-90,46-60,0.691176471,01:00.7,1:0.5-1,68,47
fix_ph9LbRbI,team_UbIB7L,18:24:38,sf,00:14.0,00:27.0,First Half,0-15,16-30,1.928571429,01:01.9,1:1.5-2,14,27
fix_ph9LbRbI,team_UbIB7L,18:25:19,sf,00:37.0,NA,First Half,31-45,NA,NA,NA,NA,37,NA
fix_ph9LbRbI,team_UbIB7L,18:36:16,sf,00:06.0,00:23.0,Second Half,0-15,16-30,3.833333333,01:03.8,1:3+,6,23
fix_ph9LbRbI,team_UbIB7L,18:36:45,sf,00:34.0,01:47.0,Second Half,31-45,91-120,3.147058824,01:03.2,1:3+,34,107
fix_ph9LbRbI,team_UbIB7L,18:39:06,sf,01:00.0,00:44.0,Second Half,46-60,31-45,0.733333333,01:00.7,1:0.5-1,60,44
fix_ph9LbRbI,team_UbIB7L,18:40:50,sf,00:57.0,00:44.0,Second Half,46-60,31-45,0.771929825,01:00.8,1:0.5-1,57,44
fix_ph9LbRbI,team_UbIB7L,18:42:31,sf,00:32.0,01:25.0,Second Half,31-45,61-90,2.65625,01:02.7,1:2.5-3,32,85
fix_ph9LbRbI,team_UbIB7L,18:44:28,sf,01:10.0,02:31.0,Second Half,61-90,151-180,2.157142857,01:02.2,1:2-2.5,70,151
fix_ph9LbRbI,team_UbIB7L,18:48:09,sf,01:36.0,00:42.0,Second Half,91-120,31-45,0.4375,01:00.4,1:0-0.5,96,42
fix_ph9LbRbI,team_UbIB7L,18:50:27,sf,00:34.0,00:40.0,Second Half,31-45,31-45,1.176470588,01:01.2,1:1-1.5,34,40
fix_ph9LbRbI,team_UbIB7L,18:51:41,sf,00:15.0,00:58.0,Second Half,0-15,46-60,3.866666667,01:03.9,1:3+,15,58
fix_ph9LbRbI,team_UbIB7L,18:52:54,sf,00:17.0,00:28.0,Second Half,16-30,16-30,1.647058824,01:01.7,1:1.5-2,17,28
fix_ph9LbRbI,team_UbIB7L,18:53:39,sf,01:29.0,01:51.0,Second Half,61-90,91-120,1.247191011,01:01.3,1:1-1.5,89,111
fix_ph9LbRbI,team_UbIB7L,18:56:59,sf,00:33.0,00:53.0,Second Half,31-45,46-60,1.606060606,01:01.6,1:1.5-2,33,53
fix_ph9LbRbI,team_UbIB7L,18:58:25,sf,00:36.0,00:53.0,Second Half,31-45,46-60,1.472222222,01:01.5,1:1-1.5,36,53
fix_ph9LbRbI,team_UbIB7L,18:59:54,sf,00:08.0,00:04.0,Second Half,0-15,0-15,0.5,01:00.5,1:0.5-1,8,4
fix_ph9LbRbI,team_UbIB7L,19:00:06,sf,00:10.0,00:58.0,Second Half,0-15,46-60,5.8,01:05.8,1:3+,10,58
fix_ph9LbRbI,team_UbIB7L,19:01:14,sf,00:24.0,01:57.0,Second Half,16-30,91-120,4.875,01:04.9,1:3+,24,117
fix_ph9LbRbI,team_UbIB7L,19:03:35,sf,00:08.0,00:23.0,Second Half,0-15,16-30,2.875,01:02.9,1:2.5-3,8,23
fix_ph9LbRbI,team_UbIB7L,19:04:06,sf,02:04.0,01:29.0,Second Half,121-150,61-90,0.717741935,01:00.7,1:0.5-1,124,89
fix_ph9LbRbI,team_UbIB7L,19:07:39,sf,02:06.0,01:51.0,Second Half,121-150,91-120,0.880952381,01:00.9,1:0.5-1,126,111
fix_ph9LbRbI,team_UbIB7L,19:11:36,sf,00:04.0,00:45.0,Second Half,0-15,31-45,11.25,01:11.2,1:3+,4,45
fix_ph9LbRbI,team_UbIB7L,19:12:25,sf,01:27.0,00:41.0,Second Half,61-90,31-45,0.471264368,01:00.5,1:0-0.5,87,41
fix_ph9LbRbI,team_UbIB7L,19:14:33,sf,00:04.0,02:11.0,Second Half,0-15,121-150,32.75,01:32.7,1:3+,4,131
fix_ph9LbRbI,team_UbIB7L,19:16:48,sf,00:15.0,01:47.0,Second Half,0-15,91-120,7.133333333,01:07.1,1:3+,15,107
fix_ph9LbRbI,team_UbIB7L,19:18:50,sf,00:36.6,NA,Second Half,31-45,NA,NA,NA,NA,36.6,NA
fix_0c9LdXTf,team_iBzzBL,17:05:14,rd1,00:08.0,00:21.0,First Half,0-15,16-30,2.625,01:02.6,1:2.5-3,8,21
fix_0c9LdXTf,team_iBzzBL,17:05:43,rd1,00:07.0,01:21.0,First Half,0-15,61-90,11.57142857,01:11.6,1:3+,7,81
fix_0c9LdXTf,team_iBzzBL,17:07:11,rd1,00:40.0,01:25.0,First Half,31-45,61-90,2.125,01:02.1,1:2-2.5,40,85
fix_0c9LdXTf,team_iBzzBL,17:09:16,rd1,00:08.0,00:21.0,First Half,0-15,16-30,2.625,01:02.6,1:2.5-3,8,21
fix_0c9LdXTf,team_iBzzBL,17:09:45,rd1,00:19.0,01:30.0,First Half,16-30,61-90,4.736842105,01:04.7,1:3+,19,90
fix_0c9LdXTf,team_iBzzBL,17:11:34,rd1,00:31.0,00:42.0,First Half,31-45,31-45,1.35483871,01:01.4,1:1-1.5,31,42
fix_0c9LdXTf,team_iBzzBL,17:12:47,rd1,00:51.0,01:27.0,First Half,46-60,61-90,1.705882353,01:01.7,1:1.5-2,51,87
fix_0c9LdXTf,team_iBzzBL,17:15:05,rd1,00:32.0,01:28.0,First Half,31-45,61-90,2.75,01:02.8,1:2.5-3,32,88
fix_0c9LdXTf,team_iBzzBL,17:17:05,rd1,00:23.0,00:29.0,First Half,16-30,16-30,1.260869565,01:01.3,1:1-1.5,23,29
fix_0c9LdXTf,team_iBzzBL,17:17:57,rd1,00:24.0,01:24.0,First Half,16-30,61-90,3.5,01:03.5,1:3+,24,84
fix_0c9LdXTf,team_iBzzBL,17:19:45,rd1,01:47.0,02:57.0,First Half,91-120,151-180,1.654205607,01:01.7,1:1.5-2,107,177
fix_0c9LdXTf,team_iBzzBL,17:24:29,rd1,00:07.0,00:21.0,First Half,0-15,16-30,3,01:03,1:3+,7,21
fix_0c9LdXTf,team_iBzzBL,17:24:57,rd1,00:24.0,00:45.0,First Half,16-30,31-45,1.875,01:01.9,1:1.5-2,24,45
fix_0c9LdXTf,team_iBzzBL,17:26:06,rd1,00:11.0,00:33.0,First Half,0-15,31-45,3,01:03,1:3+,11,33
